# Checklist	ERC000053	Tree of Life Checklist															
9182	Phylloscopus trochilus	P_trochilus_UJ-3101-DD81284	P_trochilus_UJ-3101-DD81284	Blood drawn from living, field caught specimen UJ-3101-DD81284	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2021-05-26	63.412743	14.826558	Jämtland, Grötom N	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Sweden	Lund University
9182	Phylloscopus trochilus	P_trochilus_UJ-3101-DD81286	P_trochilus_UJ-3101-DD81286	Blood drawn from living, field caught specimen UJ-3101-DD81286	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2021-05-25	63.414046	14.815327	Jämtland, Grötom N	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Sweden	Lund University
9182	Phylloscopus trochilus	P_trochilus_UJ-3101-DD81289	P_trochilus_UJ-3101-DD81289	Blood drawn from living, field caught specimen UJ-3101-DD81289	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2021-06-11	63.414438	14.813218	Jämtland, Grötom N	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Sweden	Lund University
9182	Phylloscopus trochilus	P_trochilus_UJ-3101-DD81401	P_trochilus_UJ-3101-DD81401	Blood drawn from living, field caught specimen UJ-3101-DD81401	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2021-05-21	63.407926	14.822489	Jämtland, Grötom N	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Sweden	Lund University
9182	Phylloscopus trochilus	P_trochilus_UJ-3101-DD81402	P_trochilus_UJ-3101-DD81402	Blood drawn from living, field caught specimen UJ-3101-DD81402	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2021-05-25	63.399938	14.858515	Jämtland, Grötom	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Sweden	Lund University
9182	Phylloscopus trochilus	P_trochilus_UJ-3101-DD81412	P_trochilus_UJ-3101-DD81412	Blood drawn from living, field caught specimen UJ-3101-DD81412	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2021-06-10	63.484371	14.883491	Jämtland, Norderåsen	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Sweden	Lund University
9182	Phylloscopus trochilus	P_trochilus_UJ-3101-DD81414	P_trochilus_UJ-3101-DD81414	Blood drawn from living, field caught specimen UJ-3101-DD81414	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2021-05-24	63.479695	14.88248	Jämtland, Norderåsen N	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Sweden	Lund University
9182	Phylloscopus trochilus	P_trochilus_UJ-3101-DD81419	P_trochilus_UJ-3101-DD81419	Blood drawn from living, field caught specimen UJ-3101-DD81419	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2021-05-24	63.483519	14.885812	Jämtland, Norderåsen N	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Sweden	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10458	P_trochilus_WJ-3825-LH10458	Blood drawn from living, field caught specimen WJ-3825-LH10458	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-09	52.696115	23.45427	Warsaw, Dubicze	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10464	P_trochilus_WJ-3825-LH10464	Blood drawn from living, field caught specimen WJ-3825-LH10464	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-09	52.688286	23.452243	Warsaw, Dubicze	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10466	P_trochilus_WJ-3825-LH10466	Blood drawn from living, field caught specimen WJ-3825-LH10466	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-09	52.69073	23.45423	Warsaw, Dubicze	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10477	P_trochilus_WJ-3825-LH10477	Blood drawn from living, field caught specimen WJ-3825-LH10477	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-10	52.675215	23.431636	Warsaw, Dubicze	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10483	P_trochilus_WJ-3825-LH10483	Blood drawn from living, field caught specimen WJ-3825-LH10483	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-10	52.678579	23.439778	Warsaw, Dubicze	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10491	P_trochilus_WJ-3825-LH10491	Blood drawn from living, field caught specimen WJ-3825-LH10491	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-10	52.674488	23.431106	Warsaw, Dubicze	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10492	P_trochilus_WJ-3825-LH10492	Blood drawn from living, field caught specimen WJ-3825-LH10492	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-10	52.672213	23.439631	Warsaw, Dubicze	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10494	P_trochilus_WJ-3825-LH10494	Blood drawn from living, field caught specimen WJ-3825-LH10494	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-10	52.67517	23.430819	Warsaw, Dubicze	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LH10499	P_trochilus_WJ-3825-LH10499	Blood drawn from living, field caught specimen WJ-3825-LH10499	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-14	53.815936	21.872143	Warmia-Masuria, Gora	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LJ34501	P_trochilus_WJ-3825-LJ34501	Blood drawn from living, field caught specimen WJ-3825-LJ34501	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-14	53.815763	21.871001	Warmia-Masuria, Gora	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LJ34506	P_trochilus_WJ-3825-LJ34506	Blood drawn from living, field caught specimen WJ-3825-LJ34506	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-15	53.812603	21.871925	Warmia-Masuria, Gora	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LJ34507	P_trochilus_WJ-3825-LJ34507	Blood drawn from living, field caught specimen WJ-3825-LJ34507	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-15	53.812138	21.872594	Warmia-Masuria, Gora	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LJ34508	P_trochilus_WJ-3825-LJ34508	Blood drawn from living, field caught specimen WJ-3825-LJ34508	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-15	53.812889	21.873081	Warmia-Masuria, Gora	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LJ34514	P_trochilus_WJ-3825-LJ34514	Blood drawn from living, field caught specimen WJ-3825-LJ34514	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-15	53.816721	21.870861	Warmia-Masuria, Gora	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-LJ34525	P_trochilus_WJ-3825-LJ34525	Blood drawn from living, field caught specimen WJ-3825-LJ34525	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis, Violeta Caballero-Lopéz, Staffan Bensch	2023-05-16	53.80344	21.8766	Warmia-Masuria, Gora	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Poland	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-VF9738	P_trochilus_WJ-3825-VF9738	Blood drawn from living, field caught specimen WJ-3825-VF9738	Whole blood	Adult	Genetics of bird migration	Staffan Bensch	2002-06-08	54.5833333	25.1666667	Vilnius, Voke	Staffan Bensch	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-VF9741	P_trochilus_WJ-3825-VF9741	Blood drawn from living, field caught specimen WJ-3825-VF9741	Whole blood	Adult	Genetics of bird migration	Staffan Bensch	2002-06-08	54.5833333	25.1666667	Vilnius, Voke	Staffan Bensch	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-VF9742	P_trochilus_WJ-3825-VF9742	Blood drawn from living, field caught specimen WJ-3825-VF9742	Whole blood	Adult	Genetics of bird migration	Staffan Bensch	2002-06-08	54.5833333	25.1666667	Vilnius, Voke	Staffan Bensch	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-VP17907	P_trochilus_WJ-3825-VP17907	Blood drawn from living, field caught specimen WJ-3825-VP17907	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2016-06-26	68.78	170.65	Chukotka, Ayopechan	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Russia	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-VP17908	P_trochilus_WJ-3825-VP17908	Blood drawn from living, field caught specimen WJ-3825-VP17908	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2016-06-26	68.78	170.65	Chukotka, Ayopechan	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Russia	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48008	P_trochilus_WJ-3825-XT48008	Blood drawn from living, field caught specimen WJ-3825-XT48008	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-05-26	55.432139	21.372203	Klaipeda, Alka	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48012	P_trochilus_WJ-3825-XT48012	Blood drawn from living, field caught specimen WJ-3825-XT48012	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-05-27	55.432573	21.355639	Klaipeda, Alka	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48017	P_trochilus_WJ-3825-XT48017	Blood drawn from living, field caught specimen WJ-3825-XT48017	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-05-26	55.432461	21.372128	Klaipeda, Alka	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48018	P_trochilus_WJ-3825-XT48018	Blood drawn from living, field caught specimen WJ-3825-XT48018	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-05-27	55.427398	21.360201	Klaipeda, Alka	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48021	P_trochilus_WJ-3825-XT48021	Blood drawn from living, field caught specimen WJ-3825-XT48021	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-05-27	55.428768	21.361379	Klaipeda, Alka	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48034	P_trochilus_WJ-3825-XT48034	Blood drawn from living, field caught specimen WJ-3825-XT48034	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-05-30	55.224387	22.474364	Taurage, Gaure	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48043	P_trochilus_WJ-3825-XT48043	Blood drawn from living, field caught specimen WJ-3825-XT48043	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-05-30	55.214874	22.481769	Taurage, Gaure	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48059	P_trochilus_WJ-3825-XT48059	Blood drawn from living, field caught specimen WJ-3825-XT48059	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-06-01	55.069936	23.70989	Kaunas, Godenai	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48061	P_trochilus_WJ-3825-XT48061	Blood drawn from living, field caught specimen WJ-3825-XT48061	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-06-01	55.067405	23.740934	Kaunas, Godenai	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_WJ-3825-XT48066	P_trochilus_WJ-3825-XT48066	Blood drawn from living, field caught specimen WJ-3825-XT48066	Whole blood	Adult	Genetics of bird migration	Violeta Caballero-Lopéz	2023-06-01	55.080167	23.627828	Kaunas, Godenai	Violeta Caballero-Lopéz	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-F90084	P_trochilus_XI-4094-F90084	Blood drawn from living, field caught specimen XI-4094-F90084	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-17	60.14014	19.91442	Åland, Sviby	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-F90087	P_trochilus_XI-4094-F90087	Blood drawn from living, field caught specimen XI-4094-F90087	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-17	60.14276	19.91311	Åland, Sviby	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-F90094	P_trochilus_XI-4094-F90094	Blood drawn from living, field caught specimen XI-4094-F90094	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-17	60.13854	19.91285	Åland, Sviby	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-F90095	P_trochilus_XI-4094-F90095	Blood drawn from living, field caught specimen XI-4094-F90095	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-17	60.21698	19.92824	Åland, Stornäs	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-F90098	P_trochilus_XI-4094-F90098	Blood drawn from living, field caught specimen XI-4094-F90098	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-17	60.2137	19.90899	Åland, Stornäs	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-R392504	P_trochilus_XI-4094-R392504	Blood drawn from living, field caught specimen XI-4094-R392504	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-18	60.1261	19.78943	Åland, Gottby	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-R392506	P_trochilus_XI-4094-R392506	Blood drawn from living, field caught specimen XI-4094-R392506	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-18	60.12468	19.78966	Åland, Gottby	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-R392514	P_trochilus_XI-4094-R392514	Blood drawn from living, field caught specimen XI-4094-R392514	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-18	60.1239	19.79822	Åland, Gottby	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-R392522	P_trochilus_XI-4094-R392522	Blood drawn from living, field caught specimen XI-4094-R392522	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-18	60.12287	19.79526	Åland, Gottby	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
9182	Phylloscopus trochilus	P_trochilus_XI-4094-R392524	P_trochilus_XI-4094-R392524	Blood drawn from living, field caught specimen XI-4094-R392524	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2024-05-19	60.12341	19.79565	Åland, Gottby	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Finland	Lund University
144762	Phylloscopus trochiloides viridanus	P_trochiloides_viridanus_XT48080	P_trochiloides_viridanus_XT48080	Blood drawn from living, field caught specimen XT48080	Whole blood	Adult	Genetics of bird migration	Kristaps Sokolovskis	2022-06-17	55.534149	21.116869	Klaipeda, Joudkrante	Kristaps Sokolovskis	http://purl.obolibrary.org/obo/ENVO_01000951	Male	Lithuania	Lund University