center	scientific_name	tolid	common_names	biosample_accession	sample_tube_or_well_id	sample_coordinator	recipe	aim	locus_tag	alt_assembly	alt_annotation	instrument	library_selection	library_strategy	library_name	exp_attr	lib_attr	insert_size	yield	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5	native_file_name	native_file_md5	file_name	file_md5				
SCILIFELAB	Agelena orientalis	qqAgeOrie3	-	SAMEA116289648	LV6000912408	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE040-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE040-1A_S60_L002_R1_001.fastq.gz	063aecff75145e60d4ed67aa044183c7	YF-4364-RE040-1A_S60_L002_R2_001.fastq.gz	216ad994e63ad8a5ed875b3d87a40769								
SCILIFELAB	Artema nephilit	qqArtNeph1	-	SAMEA116298746	LV6000659173	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE041-2A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE041-2A_S16_L001_R1_001.fastq.gz	52d92c6dc28850b0a2064576d4748d27	YF-4364-RE041-2A_S16_L001_R2_001.fastq.gz	e9fbd5e0a9d6b66d05e675ffbec870ce								
SCILIFELAB	Artema nephilit	qqArtNeph1	-	SAMEA116298746	LV6000659173	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE041-2A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE041-2A_S61_L002_R1_001.fastq.gz	c9fd8cdcd6b94e91093496e32a2ea5a3	YF-4364-RE041-2A_S61_L002_R2_001.fastq.gz	fa8023a876649865b0d711c0a75a6f84								
SCILIFELAB	Buthus kunti	qqButKunt1	-	SAMEA116289416	LV6000912364_LV6000912379_LV6000912355	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE042-1A2-4-pool	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE042-1A2-4-pool_S17_L001_R1_001.fastq.gz	c05d2a21c5dcd856800b4e0e3518aa37	YF-4364-RE042-1A2-4-pool_S17_L001_R2_001.fastq.gz	e0c0cd04529337f886811e6cb58f56d4								
SCILIFELAB	Buthus kunti	qqButKunt1	-	SAMEA116289416	LV6000912364_LV6000912379_LV6000912355	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE042-1A2-4-pool	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE042-1A2-4-pool_S62_L002_R1_001.fastq.gz	b4f20e0827387172cbf072fe35faa070	YF-4364-RE042-1A2-4-pool_S62_L002_R2_001.fastq.gz	135256b718192f25c31df41f7a83a308								
SCILIFELAB	Lycosa praegrandis	qqLycPrae1	-	SAMEA116289566	LV6000912302	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE043-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE043-1A_S18_L001_R1_001.fastq.gz	748836eb9191d1f0a0f20835bbb02ece	YF-4364-RE043-1A_S18_L001_R2_001.fastq.gz	d1bb245e8d50d45f8595941ac3d25888								
SCILIFELAB	Lycosa praegrandis	qqLycPrae1	-	SAMEA116289566	LV6000912302	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE043-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE043-1A_S63_L002_R1_001.fastq.gz	f43977d67f0a493bf011b71e2cfb57e8	YF-4364-RE043-1A_S63_L002_R2_001.fastq.gz	39da7c23410c3e4b7f286c515a752807								
SCILIFELAB	Aiolopus thalassinus	iqAioThal2	-	SAMEA116282578	LV6000904914	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE044-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE044-1A_S19_L001_R1_001.fastq.gz	18d8c8c410ef666ee7d87df76a167bc8	YF-4364-RE044-1A_S19_L001_R2_001.fastq.gz	2a5be85655ca1d75d20eb07a0b7f16ee								
SCILIFELAB	Aiolopus thalassinus	iqAioThal2	-	SAMEA116282578	LV6000904914	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE044-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE044-1A_S64_L002_R1_001.fastq.gz	2e8c2a481ff0c32b39f9bcaed3e2f56d	YF-4364-RE044-1A_S64_L002_R2_001.fastq.gz	236c53740f02fd069ba3cab7cefbf64c								
SCILIFELAB	Decticus albifrons	iqDecAlbi3	-	SAMEA116283196	LV6000905102	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE045-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE045-1A_S20_L001_R1_001.fastq.gz	e04f43f3cc10bbb855146cc91359ccad	YF-4364-RE045-1A_S20_L001_R2_001.fastq.gz	6bdcfd977b99a91c7d50da069cf38ed2								
SCILIFELAB	Decticus albifrons	iqDecAlbi3	-	SAMEA116283196	LV6000905102	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE045-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE045-1A_S65_L002_R1_001.fastq.gz	5a98d3a1a66d06cb0c9500d0caebe6ff	YF-4364-RE045-1A_S65_L002_R2_001.fastq.gz	6406d61978dc7c660b83994dc2f2d1ce								
SCILIFELAB	Platycleis falx	iqPlaFalx1	-	SAMEA116287181	LV6000903691	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE046-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE046-1A_S21_L001_R1_001.fastq.gz	bcaab0e7897d6b388c80c598ecee99ca	YF-4364-RE046-1A_S21_L001_R2_001.fastq.gz	2ecc6305c1fd37df31b141483d7dafc9								
SCILIFELAB	Platycleis falx	iqPlaFalx1	-	SAMEA116287181	LV6000903691	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE046-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE046-1A_S66_L002_R1_001.fastq.gz	cb79fc3c395b6c47fa7d424e746fdc55	YF-4364-RE046-1A_S66_L002_R2_001.fastq.gz	613e1dc8f4f7b60bca5ae4ac954cfe7a								
SCILIFELAB	Sphingonotus rubescens	iqSphRube1	-	SAMEA116287544	LV6000908963	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE047-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE047-1A_S22_L001_R1_001.fastq.gz	7cfa0ba3643895de216564b5b3f113ef	YF-4364-RE047-1A_S22_L001_R2_001.fastq.gz	5916616eff5b667818f937009581bcfd								
SCILIFELAB	Sphingonotus rubescens	iqSphRube1	-	SAMEA116287544	LV6000908963	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE047-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE047-1A_S67_L002_R1_001.fastq.gz	b2bc62d370b1aedc0885d96ef1fbf789	YF-4364-RE047-1A_S67_L002_R2_001.fastq.gz	26312474af37b71ec1c683a97beb021a								
SCILIFELAB	Anthophora rogenhoferi	iyAntRoge3	-	SAMEA116299000	LV6000659260	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE048-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE048-1A_S23_L001_R1_001.fastq.gz	c17ec1a9164bf9ffc22e865ba477ac11	YF-4364-RE048-1A_S23_L001_R2_001.fastq.gz	095411aad685b57ab1881bf576d141da								
SCILIFELAB	Anthophora rogenhoferi	iyAntRoge3	-	SAMEA116299000	LV6000659260	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE048-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE048-1A_S68_L002_R1_001.fastq.gz	43b497f04a50b68255a54a8a9677caac	YF-4364-RE048-1A_S68_L002_R2_001.fastq.gz	8a9153a2b01d8322671f289ebb26de97								
SCILIFELAB	Cataglyphis aphrodite	iyCatAphr21	-	SAMEA116289142	LV6000912123	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE049-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE049-1A_S24_L001_R1_001.fastq.gz	1de64383ac95928964c796847c0221f7	YF-4364-RE049-1A_S24_L001_R2_001.fastq.gz	1682b230215ee9883d0520c401712789								
SCILIFELAB	Cataglyphis aphrodite	iyCatAphr21	-	SAMEA116289142	LV6000912123	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE049-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE049-1A_S69_L002_R1_001.fastq.gz	1547f4d90e5b92b7c05c1e835991cf9b	YF-4364-RE049-1A_S69_L002_R2_001.fastq.gz	089603d58a2ca9f3f894a1ba177ecdcc								
SCILIFELAB	Ceratina cypriaca	iyCerCypr2	-	SAMEA116289346	LV6000912598	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE050-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE050-1A_S25_L001_R1_001.fastq.gz	a2fba7ee5946a0a89839bcfb4f2a201a	YF-4364-RE050-1A_S25_L001_R2_001.fastq.gz	f4a79dcafe68a482c8b8d4d31562f96b								
SCILIFELAB	Ceratina cypriaca	iyCerCypr2	-	SAMEA116289346	LV6000912598	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE050-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE050-1A_S70_L002_R1_001.fastq.gz	a30cbeb9157f5b365e62ff7daebdf568	YF-4364-RE050-1A_S70_L002_R2_001.fastq.gz	d5a4a6f3834d80eddc5b4bcb6f9bc97e								
SCILIFELAB	Colletes cyprius	iyColCypr1	-	SAMEA116299214	LV6000911862	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE051-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE051-1A_S26_L001_R1_001.fastq.gz	e32ed6b1eddb135531df6d88e84b002f	YF-4364-RE051-1A_S26_L001_R2_001.fastq.gz	119c18d2e09a27daba245e37c2ba62c6								
SCILIFELAB	Colletes cyprius	iyColCypr1	-	SAMEA116299214	LV6000911862	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE051-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE051-1A_S71_L002_R1_001.fastq.gz	e282930a07bc4c46818f753a0b5aa80c	YF-4364-RE051-1A_S71_L002_R2_001.fastq.gz	aa7169961fe9276ad8777ce46f80a822								
SCILIFELAB	Compsidolon pterocephali	ihConPter6	-	SAMEA116289366	LV6000912627	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE052-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE052-1A_S27_L001_R1_001.fastq.gz	8cd75f2feef18eb9b4c6d622dbfd6354	YF-4364-RE052-1A_S27_L001_R2_001.fastq.gz	08704a3aee77b35fef01e89ab1ec0b78								
SCILIFELAB	Compsidolon pterocephali	ihConPter6	-	SAMEA116289366	LV6000912627	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE052-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE052-1A_S72_L002_R1_001.fastq.gz	fd157e9e7d3a31c06e9d484127bed0d2	YF-4364-RE052-1A_S72_L002_R2_001.fastq.gz	be5d7ca24e1b3bb5e1166a465dd4efc3								
SCILIFELAB	Eucera mavromoustakisi	iyEucMavr2	-	SAMEA116299230	LV6000911915	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE053-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE053-1A_S28_L001_R1_001.fastq.gz	23a38721caa307cab220281738eeabc4	YF-4364-RE053-1A_S28_L001_R2_001.fastq.gz	785ce275bd7fd4ef4dfd96a9f097f80d								
SCILIFELAB	Eucera mavromoustakisi	iyEucMavr2	-	SAMEA116299230	LV6000911915	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE053-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE053-1A_S73_L002_R1_001.fastq.gz	e3f48a2258cf49473420e64df33c2f21	YF-4364-RE053-1A_S73_L002_R2_001.fastq.gz	79a95cff59ec6bb49a20cc5765ceaa7c								
SCILIFELAB	Eutagenia annae	icEutAnna15	-	SAMEA116289258	LV6000912026	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE054-2A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE054-2A_S29_L001_R1_001.fastq.gz	d1aed9d7a2bf4f4f4249affa4adf53ea	YF-4364-RE054-2A_S29_L001_R2_001.fastq.gz	f8c15aef94bf06988dda868d6735d38a								
